"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GOOG","Alphabet Inc.","806.15","555629688522.35","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","825.21","568766576028.69","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"AMZN","Amazon.com, Inc.","795.99","378227803826.73","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AAPL","Apple Inc.","117.91","628733025830","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"FB","Facebook, Inc.","123.41","355688288459.98","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"MSFT","Microsoft Corporation","62.84","488603025482.84","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
