date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,55.88,56.56,55.9,55.09,22104.01,-1.9,-3.29,58.37,61.108,65.167,28106.96,31700.15,49663.55,8.63
2016-09-09,58.21,58.6,57.8,57.72,18911.72,-0.5,-0.86,59.206,61.907,65.915,30128.31,31671.79,54306.27,7.39
2016-09-08,58.71,59.24,58.3,57.8,23379.97,-0.4,-0.68,60.226,62.587,66.536,32477.78,33178.5,59645.29,9.13
2016-09-07,61.0,61.1,58.7,58.67,36053.85,-2.45,-4.01,61.592,63.482,67.025,36126.27,35643.63,66079.47,14.08
2016-09-06,60.0,61.2,61.15,59.01,40085.27,1.07,1.78,63.182,64.424,67.413,38970.31,37215.87,68227.95,15.66
2016-09-05,63.0,63.51,60.08,60.02,32210.73,-2.82,-4.48,63.846,65.38,67.376,35293.34,38378.31,66638.85,12.58
2016-09-02,64.15,64.28,62.9,62.51,30659.09,-2.23,-3.42,64.608,66.472,67.119,33215.27,41764.57,65101.69,11.98
2016-09-01,66.3,67.6,65.13,65.0,41622.41,-1.52,-2.28,64.948,67.145,66.471,33879.22,46908.25,63596.91,16.26
2016-08-31,64.36,67.19,66.65,62.2,50274.03,2.18,3.38,65.372,67.992,65.484,35161.0,55283.22,61528.8,19.64
2016-08-30,64.38,65.24,64.47,63.98,21700.46,0.58,0.91,65.666,68.602,64.215,35461.43,60472.75,59026.24,8.48
2016-08-29,64.28,65.34,63.89,63.38,21820.34,-0.71,-1.1,66.914,69.226,62.868,41463.27,67626.95,57949.1,8.52
2016-08-26,67.11,67.96,64.6,64.51,33978.88,-2.65,-3.94,68.336,69.922,61.379,50313.88,76940.76,56872.87,13.27
2016-08-25,67.0,68.4,67.25,63.6,48031.29,-0.87,-1.28,69.342,70.484,59.699,59937.28,86112.07,55184.58,18.76
2016-08-24,70.27,70.58,68.12,67.7,51776.17,-2.59,-3.66,70.612,70.567,57.746,75405.44,96515.3,52790.37,20.23
2016-08-23,71.92,72.05,70.71,69.38,51709.69,-0.29,-0.41,71.538,70.401,55.622,85484.07,99240.03,50206.53,20.2
2016-08-22,68.85,71.66,71.0,67.3,66073.38,1.37,1.97,71.538,69.372,53.251,93790.63,94899.39,47624.77,25.81
2016-08-19,71.5,72.68,69.63,69.5,82095.88,-3.97,-5.39,71.508,67.765,50.76,103567.64,88438.8,44323.6,32.07
2016-08-18,75.0,79.4,73.6,73.56,125372.09,0.85,1.17,71.626,65.796,48.241,112286.87,80285.56,40221.16,48.97
2016-08-17,70.3,73.36,72.75,68.99,102169.33,2.04,2.88,70.522,62.976,45.436,117625.16,67774.38,33953.95,39.91
2016-08-16,70.0,72.7,70.71,69.7,93242.49,-0.14,-0.2,69.264,59.828,42.594,112995.98,57579.72,28846.19,36.42
2016-08-15,70.52,72.8,70.85,68.61,114958.4,0.63,0.9,67.206,56.509,39.782,96008.15,48271.24,24189.61,44.91
2016-08-12,66.0,71.8,70.22,65.88,125692.02,2.14,3.14,64.022,52.835,38.146,73309.95,36804.99,19412.31,49.1
2016-08-11,69.52,71.99,68.08,67.0,152063.55,1.62,2.44,59.966,48.914,36.364,48284.26,24257.09,13507.88,59.4
2016-08-10,62.8,66.46,66.46,62.0,79023.46,6.04,10.0,55.43,44.925,34.499,17923.59,9065.43,5357.55,30.87
2016-08-09,60.42,60.42,60.42,60.42,8303.32,5.49,9.99,50.392,40.842,32.501,2163.46,1173.04,753.43,3.24
2016-08-08,54.93,54.93,54.93,54.93,1467.42,4.99,9.99,45.812,37.13,30.64,534.33,350.15,250.1,0.57
2016-08-05,49.94,49.94,49.94,49.94,563.55,4.54,10.0,41.648,33.755,28.905,300.03,208.41,163.15,0.22
2016-08-04,45.4,45.4,45.4,45.4,260.21,4.13,10.01,37.862,30.686,27.287,229.92,156.75,132.35,0.1
2016-08-03,41.27,41.27,41.27,41.27,222.78,3.75,9.99,34.42,27.896,25.778,207.27,133.53,121.69,0.09
2016-08-02,37.52,37.52,37.52,37.52,157.67,3.41,10.0,31.292,25.36,24.369,182.62,112.66,112.5,0.06
2016-08-01,34.11,34.11,34.11,34.11,295.92,3.1,10.0,28.448,23.054,23.054,165.97,107.99,107.99,0.12
2016-07-29,31.01,31.01,31.01,31.01,213.0,2.82,10.0,25.862,21.826,21.826,116.79,87.11,87.11,0.08
2016-07-28,28.19,28.19,28.19,28.19,147.0,2.56,9.99,23.51,20.678,20.678,83.59,71.37,71.37,0.06
2016-07-27,25.63,25.63,25.63,25.63,99.5,2.33,10.0,21.372,19.604,19.604,59.79,60.57,60.57,0.04
2016-07-26,23.3,23.3,23.3,23.3,74.44,2.12,10.01,19.428,18.6,18.6,42.69,54.08,54.08,0.03
2016-07-25,21.18,21.18,21.18,21.18,50.0,1.93,10.03,17.66,17.66,17.66,50.0,50.0,50.0,0.02
2016-07-22,19.25,19.25,19.25,19.25,47.0,1.75,10.0,16.78,16.78,16.78,50.01,50.01,50.01,0.02
2016-07-21,17.5,17.5,17.5,17.5,28.02,1.59,9.99,15.957,15.957,15.957,51.01,51.01,51.01,0.01
2016-07-20,15.91,15.91,15.91,15.91,14.0,1.45,10.03,15.185,15.185,15.185,62.5,62.5,62.5,0.01
2016-07-19,13.26,14.46,14.46,13.26,111.0,4.42,44.02,14.46,14.46,14.46,111.0,111.0,111.0,0.04
