date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,29.0,29.68,29.55,28.57,31008.57,0.12,0.41,29.618,29.262,29.396,34141.83,25095.54,30112.91,5.96
2016-09-09,29.85,30.25,29.43,29.4,22037.32,-0.54,-1.8,29.486,29.204,29.383,30450.42,23808.9,29763.86,4.24
2016-09-08,29.67,30.41,29.95,29.67,32738.94,0.02,0.07,29.36,29.141,29.347,29736.55,23491.72,29534.53,6.3
2016-09-07,29.32,30.44,29.93,29.09,65475.34,0.7,2.4,29.158,29.034,29.285,26718.38,22761.83,29381.42,12.59
2016-09-06,29.15,29.27,29.23,28.81,19448.98,0.31,1.07,28.942,28.968,29.278,17034.28,18147.14,27419.11,3.74
2016-09-05,28.98,29.03,28.89,28.64,12551.51,0.1,0.35,28.906,28.975,29.306,16049.25,18200.14,27568.04,2.41
2016-09-02,28.8,29.18,28.8,28.61,18467.97,-0.14,-0.48,28.922,29.006,29.349,17167.39,20013.46,28680.58,3.55
2016-09-01,28.83,29.19,28.94,28.71,17648.09,0.13,0.45,28.922,29.103,29.395,17246.89,21673.02,30532.06,3.39
2016-08-31,29.18,29.18,28.85,28.51,17054.85,-0.18,-0.62,28.91,29.256,29.507,18805.27,25938.93,33189.49,3.28
2016-08-30,29.32,29.36,29.05,28.98,14523.83,0.07,0.24,28.994,29.504,29.55,19260.0,33882.94,35542.24,2.79
2016-08-29,28.95,29.28,28.97,28.63,18142.2,0.11,0.38,29.044,29.529,29.604,20351.02,35130.28,37449.84,3.49
2016-08-26,29.29,29.45,28.8,28.74,18865.49,-0.08,-0.28,29.09,29.563,29.592,22859.53,35718.82,38958.47,3.63
2016-08-25,29.1,29.25,28.88,28.44,25440.0,-0.4,-1.37,29.284,29.553,29.543,26099.14,35577.34,39515.34,4.89
2016-08-24,29.14,29.5,29.27,29.14,19328.46,-0.03,-0.1,29.602,29.535,29.475,33072.59,36001.02,40148.22,3.72
2016-08-23,29.05,29.5,29.3,29.02,19978.95,0.08,0.27,30.014,29.588,29.42,48505.89,36691.07,41634.9,3.84
2016-08-22,29.6,29.64,29.2,29.0,30684.75,-0.6,-2.01,30.014,29.637,29.492,49909.55,36935.94,42154.57,5.9
2016-08-19,30.56,30.65,29.77,29.0,35063.56,-0.7,-2.3,30.036,29.692,29.532,48578.12,37347.71,41852.2,6.74
2016-08-18,30.93,30.99,30.47,30.06,60307.21,-0.87,-2.78,29.822,29.687,29.547,45055.54,39391.1,41213.24,11.6
2016-08-17,29.44,31.49,31.33,29.1,96494.99,2.02,6.89,29.468,29.757,29.541,38929.45,40440.05,39502.73,18.56
2016-08-16,29.31,29.61,29.3,29.2,26997.24,-0.02,-0.07,29.162,29.596,29.501,24876.25,37201.54,36002.81,5.19
2016-08-15,28.91,29.48,29.31,28.71,24027.6,0.61,2.12,29.26,29.679,29.57,23962.34,39769.39,36158.42,4.62
2016-08-12,28.4,28.95,28.7,28.24,17450.64,-0.01,-0.04,29.348,29.621,29.608,26117.29,42198.12,37369.83,3.36
2016-08-11,29.48,29.89,28.7,28.54,29676.79,-1.11,-3.72,29.552,29.533,29.743,33726.66,43453.35,38895.64,5.71
2016-08-10,29.82,30.22,29.8,29.53,26228.99,-0.01,-0.03,30.046,29.415,29.925,41950.64,44295.43,39113.29,5.04
2016-08-09,29.85,30.0,29.79,29.48,22427.67,-0.06,-0.2,30.03,29.251,30.053,49526.84,46578.72,40662.8,4.31
2016-08-08,29.11,30.11,29.75,29.11,34802.37,-0.01,-0.03,30.098,29.347,30.201,55576.45,47373.2,42473.02,6.69
2016-08-05,31.0,31.45,29.72,29.69,55497.5,-1.3,-4.19,29.894,29.371,30.321,58278.95,46356.7,45221.55,10.67
2016-08-04,29.7,32.65,31.17,29.07,70796.69,1.48,4.99,29.514,29.407,30.54,53180.03,43035.37,46138.26,13.61
2016-08-03,30.88,30.92,29.72,29.56,64109.95,-0.37,-1.23,28.784,29.325,30.688,46640.21,38565.41,48218.96,12.33
2016-08-02,28.44,30.15,30.13,28.4,52675.73,1.4,4.87,28.472,29.406,30.925,43630.61,34804.08,52799.34,10.13
2016-08-01,27.6,28.9,28.73,26.7,48314.9,0.91,3.27,28.596,29.461,31.048,39169.94,32547.44,55562.58,9.29
2016-07-29,27.5,28.17,27.82,26.98,30002.89,0.3,1.09,28.848,29.595,31.17,34434.44,32541.54,56466.77,5.77
2016-07-28,28.18,28.43,27.52,26.71,38097.56,-0.63,-2.24,29.3,29.953,31.31,32890.71,34337.94,57068.27,7.33
2016-07-27,30.75,30.89,28.16,27.81,49061.95,-2.59,-8.42,29.866,30.434,31.473,30490.61,33931.16,58392.8,9.43
2016-07-26,29.89,30.78,30.75,29.89,30372.42,0.76,2.53,30.34,30.854,31.65,25977.56,34746.87,60715.36,5.84
2016-07-25,30.03,30.25,29.99,29.5,24637.36,-0.08,-0.27,30.326,31.054,31.64,25924.94,37572.84,62245.66,4.74
2016-07-22,30.34,30.58,30.08,29.99,22284.28,-0.26,-0.86,30.342,31.27,31.665,30648.64,44086.4,63516.99,4.29
2016-07-21,30.38,30.77,30.35,30.2,26097.02,-0.2,-0.66,30.606,31.673,31.648,35785.17,49241.16,66093.76,5.02
2016-07-20,30.61,30.96,30.53,30.4,26496.71,-0.15,-0.49,31.002,32.05,31.675,37371.71,57872.52,68433.88,5.1
2016-07-19,29.99,30.75,30.68,29.95,30109.31,0.61,2.03,31.368,32.444,31.693,43516.19,70794.6,70429.42,5.79
2016-07-18,31.02,31.25,30.07,30.02,48255.9,-1.31,-4.17,31.782,32.634,31.666,49220.74,78577.71,72481.26,9.28
2016-07-15,32.03,32.26,31.4,31.35,47966.9,-0.91,-2.82,32.198,32.744,31.691,57524.15,80392.0,73927.33,9.22
2016-07-14,32.15,32.59,32.33,31.97,34029.72,-0.01,-0.03,32.74,32.667,31.596,62697.14,79798.59,73733.91,6.54
2016-07-13,32.75,33.09,32.36,32.07,57219.11,-0.39,-1.19,33.098,32.511,31.432,78373.33,82854.44,74978.18,11.0
2016-07-12,32.2,32.93,32.75,31.23,58632.07,0.57,1.77,33.52,32.445,31.277,98073.01,86683.84,75310.12,11.28
2016-07-11,33.9,34.24,32.15,32.0,89772.94,-1.97,-5.77,33.486,32.226,31.036,107934.68,86918.49,75092.02,17.26
2016-07-08,33.9,34.8,34.11,33.87,73831.88,0.01,0.03,33.29,32.06,30.845,103259.84,82947.58,74547.2,14.2
2016-07-07,33.82,34.94,34.12,33.55,112410.67,-0.32,-0.93,32.594,31.623,30.714,96900.04,82946.37,75602.15,21.62
2016-07-06,32.13,35.0,34.47,31.41,155717.48,1.9,5.83,31.924,31.3,30.659,87335.54,78995.23,76912.05,29.95
