date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,49.81,52.4,50.54,49.32,63597.39,-0.68,-1.33,52.38,51.61,49.494,102318.84,95224.1,83364.04,12.69
2016-09-09,53.45,54.2,51.22,51.18,74958.29,-2.18,-4.08,52.212,52.096,49.113,103290.56,107003.0,81033.7,14.96
2016-09-08,54.01,55.17,53.4,52.62,94924.01,-1.77,-3.21,51.746,52.219,48.702,101611.79,108282.3,78537.94,18.95
2016-09-07,51.33,56.73,55.17,50.8,174604.52,3.6,6.98,51.18,51.647,48.165,98985.48,104770.49,74696.84,34.85
2016-09-06,49.4,52.84,51.57,48.09,103509.99,1.87,3.76,50.646,51.1,47.54,85800.13,96659.72,67371.41,20.66
2016-09-05,49.5,51.21,49.7,49.1,68455.99,0.81,1.66,50.84,50.999,47.082,88129.36,99061.64,63658.34,13.66
2016-09-02,50.3,51.21,48.89,48.44,66564.42,-1.68,-3.32,51.98,50.625,46.788,110715.45,98355.58,61708.41,13.29
2016-09-01,50.66,52.6,50.57,50.5,81792.47,-1.93,-3.68,52.692,50.134,46.578,114952.8,94661.12,61007.05,16.33
2016-08-31,52.66,55.67,52.5,52.5,108677.8,-0.04,-0.08,52.114,49.386,46.499,110555.5,89218.34,58543.04,21.69
2016-08-30,55.11,55.72,52.54,52.46,115156.1,-2.86,-5.16,51.554,48.345,46.319,107519.31,80708.01,55875.33,22.99
2016-08-29,56.0,57.7,55.4,54.04,181386.44,2.95,5.62,51.158,47.377,46.072,109993.93,71503.97,52778.78,36.2
2016-08-26,48.33,52.45,52.45,48.02,87751.21,4.77,10.0,49.27,46.13,45.647,85995.72,55064.39,44922.33,17.52
2016-08-25,49.68,49.68,47.68,46.71,59805.95,-2.02,-4.06,47.576,45.184,45.356,74369.43,48793.59,42015.1,11.94
2016-08-24,51.0,51.15,49.7,49.0,93496.86,-0.86,-1.7,46.658,44.682,45.253,67881.18,44623.19,40070.35,18.66
2016-08-23,44.9,50.56,50.56,44.9,127529.2,4.6,10.01,45.136,43.979,45.023,53896.7,38083.09,37158.36,25.45
2016-08-22,47.59,48.38,45.96,45.68,61395.39,1.98,4.5,43.596,43.165,44.842,33014.02,28255.03,31995.18,12.25
2016-08-10,43.45,44.3,43.98,43.03,29619.76,0.89,2.06,42.99,42.951,44.919,24133.07,25061.24,30239.9,5.91
2016-08-09,42.1,43.36,43.09,41.81,27364.71,1.0,2.38,42.792,43.022,45.079,23217.75,27352.98,30190.2,5.46
2016-08-08,42.21,42.67,42.09,40.94,23574.46,-0.77,-1.8,42.706,43.611,45.274,21365.2,27867.73,31581.22,4.71
2016-08-05,43.0,44.18,42.86,42.82,23115.76,-0.07,-0.16,42.822,44.292,45.566,22269.48,31042.65,32347.73,4.61
2016-08-04,42.45,43.4,42.93,42.45,16990.64,-0.06,-0.14,42.734,44.766,45.898,23496.05,34053.59,32893.87,3.39
2016-08-03,42.65,43.78,42.99,42.4,25043.2,0.33,0.77,42.912,45.163,46.222,25989.42,34780.27,34394.53,5.0
2016-08-02,42.4,42.86,42.66,42.01,18101.92,-0.01,-0.02,43.252,45.528,46.591,31488.21,35236.61,35837.56,3.61
2016-08-01,42.84,43.5,42.67,42.0,28095.86,0.25,0.59,44.516,45.824,47.03,34370.26,35517.5,39140.88,5.61
2016-07-29,43.9,44.3,42.42,42.03,29248.65,-1.4,-3.19,45.762,46.066,47.346,39815.82,36233.63,39618.65,5.84
2016-07-28,44.58,45.36,43.82,43.2,29457.48,-0.87,-1.95,46.798,46.518,47.64,44611.12,35735.32,40049.88,5.88
2016-07-27,48.77,48.98,44.69,44.58,52537.12,-4.29,-8.76,47.414,46.886,47.85,43571.12,35418.56,42456.85,10.49
2016-07-26,48.77,49.19,48.98,48.0,32512.2,0.08,0.16,47.804,47.135,48.197,38985.01,33027.42,44281.58,6.49
2016-07-25,47.3,49.95,48.9,47.1,55323.67,1.3,2.73,47.132,46.937,48.272,36664.74,35294.71,46012.53,11.04
2016-07-22,49.4,49.45,47.6,47.51,53225.15,0.7,1.49,46.37,46.84,48.392,32651.44,33652.8,47574.46,10.62
2016-07-21,46.35,47.19,46.9,46.35,24257.46,0.26,0.56,46.238,47.03,48.472,26859.51,31734.15,48987.42,4.84
2016-07-20,45.6,47.27,46.64,45.53,29606.56,1.02,2.24,46.358,47.281,48.53,27265.99,34008.79,51024.2,5.91
2016-07-19,45.09,46.0,45.62,45.02,20910.87,0.53,1.18,46.466,47.653,48.687,27069.83,36438.52,52824.77,4.17
2016-07-18,46.9,46.9,45.09,44.88,35257.18,-1.85,-3.94,46.742,48.235,48.856,33924.69,42764.25,57540.89,7.04
2016-07-15,47.5,47.72,46.94,46.65,24265.47,-0.56,-1.18,47.31,48.626,49.258,34654.16,43003.67,60826.07,4.84
2016-07-14,47.25,47.69,47.5,46.56,26289.89,0.32,0.68,47.822,48.762,49.65,36608.78,44364.45,68091.22,5.25
2016-07-13,47.17,47.79,47.18,46.71,28625.73,0.18,0.38,48.204,48.814,50.157,40751.58,49495.15,70529.46,5.71
2016-07-12,47.5,48.29,47.0,44.5,55185.16,-0.93,-1.94,48.84,49.258,50.418,45807.21,55535.75,76757.46,11.02
2016-07-11,49.07,50.07,47.93,47.8,38904.53,-1.57,-3.17,49.728,49.606,50.635,51603.81,56730.35,81401.23,7.77
2016-07-08,49.35,50.49,49.5,48.9,34038.61,0.09,0.18,49.942,49.943,50.715,51353.18,61496.13,90126.9,6.79
2016-07-07,50.51,50.75,49.41,48.78,47003.87,-0.95,-1.89,49.702,49.914,55.645,52120.11,66240.69,90381.47,9.38
2016-07-06,51.4,51.5,50.36,49.5,53903.9,-1.08,-2.1,49.424,49.778,60.324,58238.72,68039.61,90231.82,10.76
2016-07-05,49.36,52.68,51.44,49.31,84168.16,2.44,4.98,49.676,49.721,64.516,65264.28,69211.01,89242.38,16.8
2016-07-04,48.5,49.47,49.0,48.3,37651.38,0.7,1.45,49.484,49.477,68.044,61856.89,72317.53,86258.85,7.52
2016-07-01,48.3,49.3,48.3,48.27,37873.26,0.28,0.58,49.944,49.89,71.984,71639.07,78648.47,85928.85,7.56
2016-06-30,50.9,50.9,48.02,48.01,77596.92,-3.6,-6.97,50.126,50.537,75.814,80361.26,91817.99,85345.2,15.49
2016-06-29,50.8,52.23,51.62,49.35,89031.68,1.14,2.26,50.132,51.499,79.779,77840.49,91563.77,83833.93,17.77
2016-06-28,50.88,51.48,50.48,49.62,67131.23,-0.82,-1.6,49.766,51.577,83.616,73157.75,97979.18,81167.88,13.4
2016-06-27,48.52,51.69,51.3,48.1,86562.26,2.09,4.25,49.47,51.664,86.927,82778.16,106072.11,79393.17,17.28
2016-06-24,48.3,49.85,49.21,45.81,81484.22,1.16,2.41,49.836,51.486,89.886,85657.86,118757.68,76636.29,16.26
2016-06-23,49.5,49.5,48.05,47.25,64993.06,-1.74,-3.5,50.948,61.375,92.883,103274.73,114522.25,74200.36,12.97
2016-06-22,49.0,49.89,49.79,48.08,65617.96,0.79,1.61,52.866,70.87,95.78,105287.05,112424.03,72494.81,13.1
2016-06-21,53.6,53.77,49.0,48.05,115233.32,-4.13,-7.77,53.388,79.311,98.274,122800.61,109273.76,70218.64,23.0
2016-06-20,53.8,55.98,53.13,52.03,100960.76,-1.64,-2.99,53.858,86.611,100.892,129366.05,100200.16,65509.8,20.15
2016-06-17,61.0,62.97,54.77,53.51,169568.53,-2.87,-4.98,53.136,94.078,103.435,151857.49,93209.23,62020.88,33.85
2016-06-16,54.0,57.64,57.64,52.43,75054.68,5.24,10.0,71.802,101.091,105.593,125769.77,78872.4,54518.97,14.98
2016-06-15,50.0,54.63,52.4,47.22,153185.75,1.05,2.04,88.874,108.058,107.55,119561.0,76104.08,51947.55,30.58
2016-06-14,51.0,53.89,51.35,49.0,148060.55,1.83,3.69,105.234,115.655,109.93,95746.9,64356.59,46131.99,29.55
2016-06-13,54.09,54.09,49.52,48.01,213417.92,0.35,0.71,119.364,122.19,112.213,71034.27,52714.24,40271.82,42.6
2016-04-01,140.15,152.0,148.1,139.86,39129.96,5.1,3.57,135.02,128.285,114.732,34560.97,34514.9,31443.2,23.43
2016-03-31,137.8,147.6,143.0,136.9,44010.82,8.8,6.56,130.38,124.391,112.151,31975.03,33878.48,29867.09,26.35
2016-03-30,123.7,134.2,134.2,123.1,34115.26,12.2,10.0,127.242,120.69,109.386,32647.17,32565.6,28879.98,20.43
2016-03-29,125.93,126.99,122.0,120.9,24497.4,-5.8,-4.54,126.076,117.237,107.131,32966.28,31163.52,28287.92,14.67
2016-03-28,129.5,134.98,127.8,127.2,31051.4,2.9,2.32,125.016,115.173,105.242,34394.2,30819.45,28144.92,18.59
2016-03-25,126.9,128.7,124.9,121.1,26200.27,-2.41,-1.89,121.55,112.792,102.986,34468.83,30832.53,27908.73,15.69
2016-03-24,127.0,134.7,127.31,125.0,47371.52,-1.06,-0.83,118.402,110.094,101.334,35781.93,30165.54,27719.14,28.37
2016-03-23,115.41,128.37,128.37,115.41,35710.81,11.67,10.0,114.138,107.042,99.684,32484.02,27791.02,26500.56,21.38
2016-03-22,108.98,119.68,116.7,107.53,31637.01,6.23,5.64,108.398,104.205,98.505,29360.76,27907.38,26204.25,18.94
2016-03-21,109.62,111.4,110.47,107.85,31424.52,1.31,1.2,105.33,102.235,98.295,27244.69,27829.4,25767.19,18.82
2016-03-18,105.5,111.0,109.16,104.6,32765.77,3.17,2.99,104.034,101.178,98.271,27196.23,28371.49,25416.3,19.62
2016-03-17,99.99,106.38,105.99,99.32,30881.99,6.32,6.34,101.786,99.91,98.283,24549.16,25855.69,25236.52,18.49
2016-03-16,103.0,104.38,99.67,99.01,20094.53,-1.69,-1.67,99.946,98.082,98.344,23098.02,25194.37,25322.56,12.03
2016-03-15,102.4,104.78,101.36,100.52,21056.64,-2.63,-2.53,100.012,97.025,98.567,26454.0,25412.31,25614.85,12.61
2016-03-14,100.5,106.0,103.99,100.0,31182.24,6.07,6.2,99.14,95.31,98.548,28414.1,25470.4,25700.68,18.67
2016-03-11,94.51,99.0,97.92,94.0,19530.39,1.13,1.17,98.322,93.179,98.143,29546.75,24984.93,25090.61,11.69
2016-03-10,97.02,100.4,96.79,96.2,23626.3,-3.21,-3.21,98.034,92.574,98.107,27162.23,25272.73,25370.5,14.15
2016-03-09,99.8,106.6,100.0,98.03,36874.42,3.0,3.09,96.218,92.326,98.395,27290.72,25210.09,25766.16,22.08
2016-03-08,98.0,98.5,97.0,90.0,30857.15,-2.9,-2.9,94.038,92.805,98.396,24370.63,24501.12,25153.09,18.48
2016-03-07,96.48,103.0,99.9,94.56,36845.51,3.42,3.54,91.48,94.355,98.59,22526.7,23704.99,25486.99,22.06
2016-03-04,96.48,96.48,96.48,96.48,7607.75,8.77,10.0,88.036,95.365,98.562,20423.11,22461.11,26091.62,4.56
2016-03-03,88.3,92.88,87.71,87.46,24268.77,-1.39,-1.56,87.114,96.655,98.501,23383.23,24617.35,27790.43,14.53
2016-03-02,83.79,89.88,89.1,83.01,22273.95,4.89,5.81,88.434,98.605,98.446,23129.47,25450.75,28369.7,13.34
2016-03-01,82.96,86.0,84.21,78.88,21637.5,1.53,1.85,91.572,100.108,98.697,24631.61,25817.4,29225.43,12.96
2016-02-29,90.21,90.6,82.68,82.68,26327.59,-9.19,-10.0,97.23,101.786,98.766,24883.28,25930.96,29696.17,15.77
