date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,45.49,45.98,45.21,45.0,9799.19,-1.65,-3.52,46.4,46.07,46.46,9797.07,7445.57,10055.82,2.15
2016-09-09,47.1,47.76,46.82,46.61,14704.01,0.03,0.06,46.538,46.104,46.495,8953.77,8089.45,10147.49,3.22
2016-09-08,46.66,46.99,46.79,46.32,6664.13,0.12,0.26,46.28,46.072,46.41,6998.07,8414.69,9683.59,1.46
2016-09-07,46.56,47.41,46.62,46.35,11014.92,0.06,0.13,46.068,46.179,46.295,6735.27,8986.82,9727.78,2.41
2016-09-06,45.64,46.59,46.56,45.6,6803.09,0.65,1.42,45.924,46.264,46.26,5538.11,8653.21,9504.88,1.49
2016-09-05,45.65,45.97,45.9,45.53,5582.72,0.39,0.86,45.74,46.419,46.245,5094.07,9040.9,9632.88,1.22
2016-09-02,45.72,46.1,45.53,45.17,4925.5,-0.19,-0.42,45.67,46.579,46.218,7225.13,10292.63,9823.46,1.08
2016-09-01,46.05,46.08,45.73,45.64,5350.11,-0.19,-0.41,45.864,46.772,46.2,9831.3,11214.48,9974.53,1.17
2016-08-31,45.47,46.0,45.9,45.47,5029.15,0.26,0.57,46.29,46.803,46.227,11238.37,11640.81,10060.45,1.1
2016-08-30,45.55,45.96,45.64,45.55,4582.89,0.1,0.22,46.604,46.824,46.242,11768.31,12142.31,10253.4,1.0
2016-08-29,46.3,46.75,45.55,45.0,16238.01,-0.95,-2.04,47.098,46.85,46.238,12987.73,12666.07,10308.44,3.56
2016-08-26,47.0,47.19,46.5,46.36,17956.34,-1.37,-2.86,47.488,46.885,46.223,13360.13,12205.54,9962.94,3.94
2016-08-25,47.01,47.98,47.86,46.55,12385.45,0.41,0.86,47.68,46.747,46.205,12597.65,10952.5,9500.34,2.71
2016-08-24,48.01,48.01,47.47,47.36,7678.85,-0.61,-1.27,47.316,46.411,46.117,12043.24,10468.75,9648.39,1.68
2016-08-23,47.9,48.17,48.11,47.26,10680.0,0.55,1.16,47.044,46.255,46.102,12516.31,10356.55,10861.17,2.34
2016-08-22,47.31,48.65,47.5,47.1,18100.0,0.0,0.0,46.602,46.07,46.186,12344.41,10224.85,11838.4,3.97
2016-08-19,46.0,48.3,47.46,45.79,14143.97,1.41,3.06,46.282,45.857,46.254,11050.94,9354.29,11779.54,3.1
