date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,24.0,24.0,23.2,23.12,53701.75,-1.21,-4.96,24.328,24.76,25.096,49590.41,64122.81,83013.25,5.63
2016-09-09,24.62,24.63,24.41,24.4,41069.5,-0.5,-2.01,24.624,24.907,25.15,45831.66,64404.12,83308.43,4.31
2016-09-08,24.4,25.62,24.91,24.4,65348.89,0.53,2.17,24.7,24.893,25.124,47550.16,64544.78,82977.24,6.85
2016-09-07,24.74,24.84,24.38,24.3,41184.17,-0.36,-1.46,24.758,24.841,25.072,48976.63,64879.75,83033.67,4.32
2016-09-06,24.56,24.78,24.74,24.0,46647.75,0.06,0.24,24.982,24.908,25.094,59776.92,66471.14,85768.83,4.89
2016-09-05,24.79,25.19,24.68,24.49,34908.0,-0.11,-0.44,25.192,24.985,25.047,78655.21,67242.36,86216.16,3.66
2016-09-02,24.89,25.19,24.79,24.63,49662.01,-0.41,-1.63,25.19,25.033,24.998,82976.59,72842.52,86881.97,5.21
2016-09-01,25.25,26.33,25.2,25.12,72481.24,-0.3,-1.18,25.086,25.196,24.925,81539.4,78270.23,86630.35,7.6
2016-08-31,25.39,25.6,25.5,24.78,95185.62,-0.29,-1.12,24.924,25.391,24.852,80782.88,95028.34,85436.47,9.98
2016-08-30,24.67,26.67,25.79,24.5,141039.2,1.12,4.54,24.834,25.549,24.761,73165.36,109787.49,83889.35,14.79
2016-08-29,24.21,25.45,24.67,24.0,56514.86,0.4,1.65,24.778,25.432,24.629,55829.5,101903.68,78495.07,5.93
2016-08-26,24.51,24.64,24.27,24.25,42476.1,-0.12,-0.49,24.876,25.392,24.539,62708.45,102212.73,78075.88,4.46
2016-08-25,24.72,24.72,24.39,23.92,68698.6,-0.66,-2.63,25.306,25.354,24.538,75001.06,101409.7,78020.31,7.21
2016-08-24,25.4,25.51,25.05,24.99,57098.06,-0.46,-1.8,25.858,25.303,24.56,109273.81,101187.59,77979.62,5.99
2016-08-23,25.31,25.66,25.51,25.06,54359.88,0.35,1.39,26.264,25.279,24.583,146409.61,105066.51,79338.77,5.7
2016-08-22,26.42,26.42,25.16,25.0,90909.6,-1.26,-4.77,26.086,25.108,24.684,147977.86,105189.95,78843.28,9.54
