date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,32.36,32.36,31.45,31.42,25529.1,-1.49,-4.52,33.054,33.383,34.035,30052.7,27040.45,40093.95,4.84
2016-09-09,33.45,33.74,32.93,32.8,23154.33,-0.67,-1.99,33.316,33.685,34.103,28361.03,26950.89,40817.76,4.39
2016-09-08,33.6,33.98,33.58,33.34,28515.53,-0.44,-1.29,33.328,33.82,34.065,29255.36,27953.25,40620.66,5.4
2016-09-07,33.2,35.4,34.02,32.9,51764.9,0.74,2.22,33.388,33.821,33.985,29335.63,28545.92,40368.51,9.8
2016-09-06,32.78,33.3,33.29,32.5,21299.64,0.54,1.65,33.536,33.852,33.926,24588.34,25773.41,39058.57,4.03
2016-09-05,33.03,33.32,32.76,32.65,17070.74,-0.26,-0.79,33.712,33.965,33.922,24028.2,26358.87,38990.56,3.23
2016-09-02,33.5,33.79,32.99,32.99,27626.01,-0.89,-2.63,34.054,34.117,33.93,25540.76,29596.58,39231.09,5.23
2016-09-01,34.7,35.18,33.88,33.84,28916.87,-0.87,-2.5,34.312,34.387,33.933,26651.13,33825.52,39921.88,5.48
2016-08-31,34.2,34.8,34.76,33.66,28028.45,0.6,1.76,34.254,34.548,33.904,27756.21,37792.58,41118.1,5.31
2016-08-30,34.45,34.68,34.17,34.07,18498.95,-0.27,-0.78,34.168,34.711,33.782,26958.47,48668.7,41061.49,3.5
2016-08-29,33.92,34.75,34.47,33.65,24633.5,0.21,0.61,34.218,34.686,33.653,28689.53,53147.45,40838.08,4.67
2016-08-26,33.6,34.68,34.28,33.6,33177.9,0.7,2.08,34.18,34.52,33.5,33652.4,54684.62,40752.93,6.28
2016-08-25,34.09,34.09,33.59,33.02,34442.23,-0.74,-2.16,34.462,34.31,33.401,40999.9,53288.06,40478.22,6.52
2016-08-24,34.35,34.9,34.33,34.22,24039.77,-0.04,-0.12,34.842,34.149,33.312,47828.96,52191.11,41412.29,4.55
2016-08-23,34.15,35.0,34.42,34.06,27154.24,0.12,0.35,35.254,34.0,33.229,70378.94,52343.73,43318.91,5.14
2016-08-22,35.17,35.41,34.28,34.13,49447.85,-1.41,-3.95,35.154,33.878,33.293,77605.36,51622.26,43202.15,9.37
2016-08-19,35.36,36.98,35.69,35.16,69915.41,0.22,0.62,34.86,33.743,33.353,75716.84,48865.59,42001.76,13.24
2016-08-18,35.86,35.95,35.49,35.11,68587.53,-1.04,-2.85,34.158,33.478,33.325,65576.23,46018.24,40661.9,12.99
2016-08-17,33.92,37.26,36.39,33.36,136789.66,2.51,7.41,33.456,33.26,33.369,56553.26,44443.61,39635.78,25.91
2016-08-16,32.84,34.35,33.92,32.67,63286.37,1.12,3.42,32.746,32.852,33.395,34308.53,33454.28,36874.06,11.99
2016-08-15,32.3,33.18,32.81,31.65,40005.24,0.62,1.93,32.602,32.62,33.462,25639.15,28528.71,35294.07,7.58
2016-08-12,32.0,32.28,32.18,31.01,19212.33,0.18,0.56,32.626,32.48,33.574,22014.35,26821.25,35063.79,3.64
2016-08-11,32.65,32.8,31.98,31.9,23472.69,-0.86,-2.62,32.798,32.492,33.771,26460.26,27668.38,36331.49,4.45
2016-08-10,33.19,33.28,32.84,32.6,25566.02,-0.35,-1.05,33.064,32.474,33.971,32333.96,30633.48,37182.09,4.84
2016-08-09,32.9,33.29,33.2,32.9,19939.47,0.27,0.82,32.958,32.458,34.114,32600.02,34294.08,38218.81,3.78
2016-08-08,33.02,33.02,32.93,31.91,21881.23,-0.1,-0.3,32.638,32.708,34.253,31418.26,34782.03,39879.46,4.14
2016-08-05,33.08,34.15,33.04,32.71,41441.89,-0.26,-0.78,32.334,32.962,34.387,31628.15,35137.92,43033.28,7.85
2016-08-04,32.38,33.95,33.31,32.23,52841.19,0.99,3.06,32.186,33.171,34.623,28876.49,35305.55,47413.48,10.01
2016-08-03,31.6,32.58,32.31,31.38,26896.34,0.73,2.31,31.884,33.478,34.804,28932.99,34827.96,48386.24,5.09
