date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,152.5,158.88,154.02,151.88,22413.64,-1.6,-1.03,165.9,164.737,161.765,40682.16,34456.14,27582.41,15.23
2016-09-09,157.0,159.33,155.62,154.18,30283.02,-4.88,-3.04,168.158,164.525,162.628,42291.08,33162.64,28488.29,20.57
2016-09-08,176.0,177.71,160.5,159.77,54745.5,-17.02,-9.59,171.066,164.433,163.092,43492.39,31302.49,28893.39,37.19
2016-09-07,182.1,184.01,177.52,175.5,44256.68,-4.32,-2.38,171.996,164.081,162.867,39470.94,27574.54,27601.91,30.07
2016-09-06,164.5,181.84,181.84,163.12,51711.96,16.53,10.0,169.152,161.69,162.191,36609.22,24302.54,27417.5,35.13
2016-09-05,171.0,176.0,165.31,164.7,30458.22,-4.85,-2.85,163.574,158.852,160.769,28230.12,20603.55,25924.72,20.69
2016-09-02,162.88,174.22,170.16,160.16,36289.61,5.01,3.03,160.892,157.519,159.949,24034.2,19512.03,25276.21,24.65
2016-09-01,161.96,171.5,165.15,161.18,34638.23,1.85,1.13,157.8,156.575,158.906,19112.59,18729.72,24649.18,23.53
2016-08-31,153.0,165.99,163.3,150.67,29948.06,9.35,6.07,156.166,156.8,158.376,15678.14,18211.48,24601.08,20.35
2016-08-30,151.95,155.7,153.95,151.95,9816.5,2.05,1.35,154.228,157.298,157.861,11995.86,18159.05,24630.24,6.67
2016-08-29,152.5,155.92,151.9,151.46,9478.58,-2.8,-1.81,154.13,158.793,157.573,12976.98,20708.68,25537.48,6.44
2016-08-26,156.08,159.88,154.7,154.27,11681.56,-2.28,-1.45,154.146,160.731,157.475,14989.87,23813.95,27482.29,7.94
2016-08-25,151.0,157.79,156.98,148.01,17466.0,3.37,2.19,155.35,161.751,158.07,18346.86,26484.29,29425.33,11.87
2016-08-24,153.98,156.5,153.61,152.35,11536.65,0.15,0.1,157.434,161.653,158.246,20744.82,27629.27,30427.74,7.84
2016-08-23,151.81,156.56,153.46,151.5,14722.13,1.48,0.97,160.368,162.692,158.444,24322.24,30532.46,31841.5,10.0
2016-08-22,159.38,160.8,151.98,151.65,19543.0,-8.74,-5.44,163.456,162.686,158.896,28440.39,31245.88,32904.6,13.28
2016-08-19,167.97,168.6,160.72,160.66,28466.5,-6.68,-3.99,167.316,162.378,159.097,32638.03,31040.38,33758.18,19.34
2016-08-18,168.29,173.87,167.4,165.15,29455.82,-0.88,-0.52,168.152,161.236,159.115,34621.72,30568.64,34355.93,20.01
2016-08-17,167.0,171.0,168.28,164.12,29423.75,-0.62,-0.37,165.872,159.952,158.605,34513.72,30990.68,35909.75,19.99
2016-08-16,170.05,175.5,168.9,167.5,35312.86,-2.38,-1.39,165.016,158.423,158.791,36742.68,31101.44,37639.37,23.99
2016-08-15,167.45,174.75,171.28,164.0,40531.21,6.38,3.87,161.916,156.352,158.816,34051.38,30366.28,40547.35,27.53
2016-08-12,154.21,170.0,164.9,154.1,38384.98,8.9,5.71,157.44,154.218,158.061,29442.74,31150.64,38751.96,26.08
2016-08-11,161.99,163.69,156.0,156.0,28915.82,-8.0,-4.88,154.32,154.388,156.914,26515.55,32366.38,37034.25,19.64
2016-08-10,152.62,168.0,164.0,152.23,40568.53,10.6,6.91,154.032,154.838,155.568,27467.63,33226.21,35628.34,27.56
2016-08-09,148.03,153.65,153.4,147.6,21856.37,4.5,3.02,151.83,154.195,153.235,25460.2,33150.54,33639.12,14.85
2016-08-08,145.0,148.9,148.9,142.0,17487.99,-0.4,-0.27,150.788,155.105,150.899,26681.18,34563.31,32617.07,11.88
