date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,59.3,60.2,58.2,58.2,18076.37,-3.24,-5.27,62.778,64.852,67.817,20899.92,23319.9,39280.07,7.74
2016-09-09,63.52,63.87,61.44,61.0,24160.69,-2.07,-3.26,64.214,65.78,68.544,20458.02,24187.55,42642.71,10.35
2016-09-08,64.35,65.44,63.51,62.88,19998.93,-1.23,-1.9,64.936,66.476,69.042,20744.04,26144.85,45437.74,8.56
2016-09-07,66.0,66.75,64.74,64.34,20165.87,-1.26,-1.91,65.594,67.252,69.289,22714.07,29680.95,49045.18,8.64
2016-09-06,65.62,66.19,66.0,62.72,22097.74,0.62,0.95,66.486,67.726,69.697,25315.18,31988.66,53294.29,9.46
2016-09-05,65.01,66.37,65.38,65.01,15866.87,0.33,0.51,66.926,68.089,69.735,25739.89,34126.3,55725.13,6.8
2016-09-02,66.4,67.48,65.05,65.01,25590.77,-1.75,-2.62,67.346,68.343,69.607,27917.07,38036.93,57079.12,10.96
2016-09-01,69.14,69.44,66.8,66.5,29849.12,-2.4,-3.47,68.016,69.077,69.444,31545.65,40852.57,58104.01,12.78
2016-08-31,68.0,69.5,69.2,66.1,33171.42,1.0,1.47,68.91,69.821,69.134,36647.84,45555.56,59125.92,14.21
2016-08-30,67.67,69.58,68.2,67.62,24221.25,0.72,1.07,68.966,70.542,68.721,38662.13,50976.63,60379.44,10.37
2016-08-29,67.29,68.94,67.48,66.1,26752.81,-0.92,-1.34,69.252,70.782,68.156,42512.71,55240.24,60778.0,11.46
2016-08-26,70.9,72.6,68.4,67.76,43733.67,-2.87,-4.03,69.34,71.308,67.598,48156.78,61097.88,61410.52,18.73
2016-08-25,68.74,72.89,71.27,65.88,55360.03,1.79,2.58,70.138,71.608,67.128,50159.49,64730.64,62143.12,23.71
2016-08-24,70.3,71.0,69.48,67.84,43242.88,-0.15,-0.21,70.732,71.325,66.649,54463.28,68409.4,62306.7,18.52
2016-08-23,68.48,71.15,69.63,67.3,43474.17,1.71,2.52,72.118,71.667,65.978,63291.12,74599.92,62763.88,18.62
2016-08-22,71.88,71.88,67.92,65.85,54973.14,-4.47,-6.17,72.312,71.38,65.612,67967.77,77323.97,61968.86,23.54
2016-08-19,73.98,76.3,72.39,72.01,53747.25,-1.85,-2.49,73.276,70.871,65.324,74038.98,76121.32,60862.86,23.02
2016-08-18,75.87,78.05,74.24,73.3,76878.95,-2.17,-2.84,73.078,69.81,64.867,79301.78,75355.44,60639.96,32.92
2016-08-17,69.3,77.3,76.41,69.01,87382.1,5.81,8.23,71.918,68.446,64.41,82355.51,72696.29,59827.17,37.42
2016-08-16,71.91,72.9,70.6,70.4,66857.42,-2.14,-2.94,71.216,66.9,64.026,85908.72,69782.25,58836.97,28.63
2016-08-15,71.1,75.03,72.74,69.2,85329.18,1.34,1.88,70.448,65.53,63.911,86680.16,66315.76,59280.41,36.54
2016-08-12,69.01,72.95,71.4,67.0,80061.24,2.96,4.33,68.466,63.888,63.473,78203.65,61723.16,57398.91,34.29
2016-08-11,71.45,74.9,68.44,67.6,92147.63,-4.46,-6.12,66.542,62.648,63.166,71409.11,59555.61,56985.57,39.46
2016-08-10,65.72,73.44,72.9,65.72,105148.11,6.14,9.2,64.974,61.972,62.962,63037.06,56204.0,55302.82,45.03
2016-08-09,62.83,69.0,66.76,62.83,70714.63,3.93,6.25,62.584,60.289,62.34,53655.78,50927.84,52216.59,30.28
2016-08-08,61.22,63.18,62.83,58.75,42946.65,1.05,1.7,60.612,59.843,61.977,45951.37,46613.76,50880.88,18.39
2016-08-05,60.3,62.7,61.78,59.8,46088.52,1.18,1.95,59.31,59.776,61.726,45242.67,45604.4,51581.33,19.74
2016-08-04,60.03,63.5,60.6,59.52,50287.4,-0.35,-0.57,58.754,59.923,61.827,47702.11,45924.47,51497.18,21.54
2016-08-03,56.33,61.75,60.95,56.01,58241.69,4.05,7.12,58.97,60.373,62.016,49370.95,46958.05,51134.92,24.94
2016-08-02,56.6,57.91,56.9,56.0,32192.57,0.58,1.03,57.994,61.151,62.19,48199.91,47891.7,51140.35,13.79
2016-08-01,58.8,58.8,56.32,53.1,39403.19,-2.68,-4.54,59.074,62.291,62.695,47276.16,52245.07,52845.39,16.88
2016-07-29,58.0,61.66,59.0,57.9,58385.71,-2.68,-4.34,60.242,63.057,63.121,45966.12,53074.65,53554.48,25.0
2016-07-28,57.0,61.68,61.68,56.56,58631.57,5.61,10.01,61.092,63.684,63.282,44146.83,54415.53,53370.88,25.11
2016-07-27,62.3,62.8,56.07,56.07,52386.5,-6.23,-10.0,61.776,63.952,63.221,44545.16,54401.63,54318.72,22.44
